1.400000 -9.54279
1.450000 -15.9232
1.500000 -19.9648
1.550000 -21.4648
1.600000 -20.5527
1.650000 -17.8797
1.700000 -13.9514
1.750000 -9.16228
1.800000 -3.69925
1.850000 2.05678
1.900000 7.43256
1.950000 12.2525
2.000000 15.7296
2.050000 17.6332
2.100000 19.0628
2.150000 20.0695
2.200000 20.6428
2.250000 20.5465
2.300000 19.9398
2.350000 18.9388
2.400000 17.4216
2.450000 15.8399
2.500000 14.2249
2.550000 12.4523
2.600000 10.8949
2.650000 9.48772
2.700000 8.16903
2.750000 6.93402
2.800000 5.85148
2.850000 4.9762
2.900000 4.07471
2.950000 3.4253
3.000000 2.87375
3.050000 2.34643
3.100000 1.82694
3.150000 1.44561
3.200000 1.23869
3.250000 0.89699
3.300000 0.719605
3.350000 0.51309
3.400000 0.368963
3.450000 0.235499
3.500000 0.226568
3.550000 0.079939
3.600000 0.096255
3.650000 0.013611
3.700000 0.112155
3.750000 0
3.800000 0.075244
