1.400000 -9.93861
1.450000 -15.9377
1.500000 -19.9555
1.550000 -21.4643
1.600000 -20.553
1.650000 -17.8738
1.700000 -13.9811
1.750000 -9.12906
1.800000 -3.79942
1.850000 1.75765
1.900000 7.07925
1.950000 11.9458
2.000000 15.5414
2.050000 17.3149
2.100000 18.66
2.150000 19.6212
2.200000 20.2323
2.250000 20.2069
2.300000 19.7572
2.350000 18.8076
2.400000 17.3398
2.450000 15.6989
2.500000 14.0815
2.550000 12.4583
2.600000 10.8979
2.650000 9.44887
2.700000 8.10619
2.750000 6.92241
2.800000 5.83882
2.850000 4.95014
2.900000 4.06744
2.950000 3.49467
3.000000 2.84819
3.050000 2.33988
3.100000 1.98288
3.150000 1.59381
3.200000 1.33915
3.250000 1.03617
3.300000 0.84347
3.350000 0.579547
3.400000 0.447967
3.450000 0.330318
3.500000 0.298825
3.550000 0.145465
3.600000 0.17916
3.650000 0.048703
3.700000 0.07335
3.750000 0
3.800000 0.114738
