-4.450735 26.688692
-4.352206 26.646693
-4.253676 26.419933
-4.155147 24.627563
-4.056618 23.249470
-3.958088 22.788633
-3.859559 22.736905
-3.761029 23.159401
-3.662500 23.354027
-3.563971 22.810240
-3.465441 22.622059
-3.366912 22.512636
-3.268382 22.348562
-3.169853 22.241136
-3.071324 22.256975
-2.972794 22.486791
-2.874265 23.001100
-2.775735 23.831717
-2.677206 24.659735
-2.578676 24.853095
-2.480147 25.203305
-2.381618 25.113009
-2.283088 25.037700
-2.184559 25.113863
-2.086029 25.378187
-1.987500 25.743323
-1.888971 26.217331
-1.790441 27.045041
-1.691912 28.438088
-1.593382 30.068587
-1.494853 31.441292
-1.396324 33.152052
-1.297794 34.883119
-1.199265 36.426712
-1.100735 38.392940
-1.002206 40.317305
-0.903676 42.044590
-0.805147 43.834298
-0.706618 45.018764
-0.608088 45.731180
-0.509559 45.573174
-0.411029 44.961311
-0.312500 44.178898
-0.213971 42.956854
-0.115441 41.644489
-0.016912 39.923806
0.081618 37.956762
0.180147 35.525603
0.278676 32.676388
0.377206 29.349559
0.475735 25.951432
0.574265 22.490978
0.672794 19.245981
0.771324 16.337519
0.869853 13.722971
0.968382 11.393830
1.066912 9.264235
1.165441 7.266511
1.263971 5.618425
1.362500 4.179304
1.461029 3.115603
1.559559 2.243960
1.658088 1.583147
1.756618 1.196064
1.855147 0.815449
1.953676 0.432665
2.052206 0.251921
2.150735 0.000000
