-4.450735 12.176844
-4.352206 11.970660
-4.253676 11.367661
-4.155147 9.813511
-4.056618 8.458239
-3.958088 7.800647
-3.859559 7.876926
-3.761029 8.435751
-3.662500 8.990799
-3.563971 8.739122
-3.465441 8.567215
-3.366912 8.455124
-3.268382 8.382350
-3.169853 8.243456
-3.071324 8.282871
-2.972794 8.622775
-2.874265 9.137273
-2.775735 9.907931
-2.677206 10.547225
-2.578676 10.441523
-2.480147 10.649976
-2.381618 11.017865
-2.283088 11.330761
-2.184559 11.717590
-2.086029 11.945339
-1.987500 12.581386
-1.888971 13.482479
-1.790441 14.631096
-1.691912 15.779488
-1.593382 17.194348
-1.494853 19.297774
-1.396324 21.470632
-1.297794 23.246270
-1.199265 24.887267
-1.100735 26.978356
-1.002206 29.292775
-0.903676 31.547010
-0.805147 33.772691
-0.706618 35.721862
-0.608088 37.166344
-0.509559 37.791794
-0.411029 37.773189
-0.312500 37.241715
-0.213971 36.413115
-0.115441 35.336391
-0.016912 33.906572
0.081618 31.946859
0.180147 29.794218
0.278676 27.135610
0.377206 24.163058
0.475735 20.939383
0.574265 17.820226
0.672794 15.085407
0.771324 12.499577
0.869853 10.173959
0.968382 8.299519
1.066912 6.676765
1.165441 5.296654
1.263971 4.093173
1.362500 3.177906
1.461029 2.080291
1.559559 1.516059
1.658088 0.959025
1.756618 0.665580
1.855147 0.450033
1.953676 0.109185
2.052206 0.000000
2.150735 0.054586
