-2.451042 19.486587
-2.353125 19.117546
-2.255208 18.726773
-2.157292 18.430186
-2.059375 18.250023
-1.961458 18.178899
-1.863542 18.099860
-1.765625 18.121901
-1.667708 18.251265
-1.569792 18.701652
-1.471875 19.463870
-1.373958 20.394479
-1.276042 21.600677
-1.178125 23.111028
-1.080208 24.828923
-0.982292 26.768751
-0.884375 28.765066
-0.786458 30.785304
-0.688542 32.269152
-0.590625 33.008713
-0.492708 33.311865
-0.394792 33.189572
-0.296875 32.577039
-0.198958 31.690219
-0.101042 30.447890
-0.003125 28.827933
0.094792 27.080374
0.192708 25.021936
0.290625 22.605703
0.388542 19.667162
0.486458 16.539513
0.584375 13.605342
0.682292 10.902477
0.780208 8.431447
0.878125 6.229827
0.976042 4.514420
1.073958 3.030759
1.171875 1.919680
1.269792 1.162735
1.367708 0.621660
1.465625 0.335505
1.563542 0.181465
1.661458 0.042643
1.759375 0.000000
1.857292 0.244886
1.955208 0.453672
2.053125 0.649031
2.151042 1.174404
