1.400000 2.31857
1.450000 -4.66148
1.500000 -8.89643
1.550000 -10.6329
1.600000 -9.95256
1.650000 -7.53154
1.700000 -3.83141
1.750000 0.795641
1.800000 6.01591
1.850000 11.4025
1.900000 16.663
1.950000 20.5249
2.000000 22.1426
2.050000 23.3028
2.100000 24.1305
2.150000 24.8936
2.200000 25.4681
2.250000 25.6013
2.300000 25.3785
2.350000 24.5479
2.400000 23.1015
2.450000 21.5146
2.500000 19.8553
2.550000 18.118
2.600000 16.4828
2.650000 14.8705
2.700000 13.4109
2.750000 12.022
2.800000 10.7417
2.850000 9.66452
2.900000 8.57988
2.950000 7.72247
3.000000 6.7531
3.050000 5.96524
3.100000 5.10353
3.150000 4.41827
3.200000 3.8185
3.250000 3.24791
3.300000 2.74525
3.350000 2.31313
3.400000 1.97459
3.450000 1.59578
3.500000 1.35688
3.550000 1.01806
3.600000 0.738129
3.650000 0.453902
3.700000 0.333552
3.750000 0.061189
3.800000 0
