-4.450735 16.444374
-4.352206 16.188281
-4.253676 16.106562
-4.155147 14.225551
-4.056618 12.756092
-3.958088 12.008958
-3.859559 11.793681
-3.761029 12.238587
-3.662500 13.081064
-3.563971 12.564243
-3.465441 12.089549
-3.366912 11.814146
-3.268382 11.872406
-3.169853 11.683768
-3.071324 11.790931
-2.972794 12.019440
-2.874265 12.457220
-2.775735 12.990895
-2.677206 13.738334
-2.578676 13.379494
-2.480147 13.233743
-2.381618 13.145532
-2.283088 12.819825
-2.184559 12.623826
-2.086029 12.665856
-1.987500 13.004432
-1.888971 13.497869
-1.790441 14.381065
-1.691912 15.653291
-1.593382 17.178350
-1.494853 19.056739
-1.396324 21.072880
-1.297794 22.804465
-1.199265 24.768980
-1.100735 26.866966
-1.002206 29.076908
-0.903676 31.371050
-0.805147 33.397966
-0.706618 34.330896
-0.608088 34.801925
-0.509559 34.948453
-0.411029 34.939639
-0.312500 34.467823
-0.213971 33.900856
-0.115441 33.118260
-0.016912 31.891987
0.081618 30.365761
0.180147 28.747395
0.278676 26.443383
0.377206 23.969754
0.475735 21.020165
0.574265 17.898893
0.672794 15.034100
0.771324 12.249431
0.869853 9.876975
0.968382 7.576545
1.066912 5.820814
1.165441 4.391424
1.263971 3.145942
1.362500 2.168355
1.461029 1.099338
1.559559 0.645095
1.658088 0.257692
1.756618 0.000000
1.855147 0.075545
1.953676 0.044501
2.052206 0.102529
2.150735 0.165227
